Rank,Name,TokenType,Volume,24h%,7d%,Floor Price,Owners,Items
2815,Dot Pigeon,ETH,129.15,null,-100.00%,0.4,156,2.4K
2816,Citizens.Y2123,ETH,129.04,60.00%,-68.61%,0.05,171,500
2817,Crash Traders,ETH,128.98,null,null,---,87,100
2818,Bored Bigfoot Billionaires,ETH,128.8,39.53%,-36.76%,0.03,1.5K,3.3K
2819,aryamularama,ETH,128.7,null,-100.00%,---,192,20
2820,CriminalMembership,ETH,128.64,null,325.19%,---,465,1
2821,SlimeFarm_Land,KLAY,"338,014.64",1195.56%,48.04%,1100,119,502
2822,ArcadeOG,ETH,128.56,null,-100.00%,0.11,358,843
2823,NOT A RUG,ETH,128.5,null,-100.00%,---,710,5.0K
2824,Mellow Mice,ETH,128.35,null,null,---,273,507
2825,Synesthesia Collective,ETH,128.29,null,null,---,584,1.1K
2826,RibBit NFT,ETH,128.22,null,null,< 0.01,1.1K,3.0K
2827,KlayDino Baby,KLAY,"336,168.57",70.12%,35.61%,30,956,8.9K
2828,Zombie Frens,ETH,127.73,46.45%,-30.86%,< 0.01,3.5K,9.2K
2829,Crypto Circles,ETH,127.49,null,null,---,172,256
2830,The Sentient Machine,ETH,127.33,-100.00%,null,---,232,512
2831,XOLO Keys,ETH,127.31,566.05%,113.19%,0.29,5.2K,1
2832,Andy Borphol,ETH,127.22,null,-59.04%,< 0.01,967,2.0K
2833,The Block Times,ETH,127.18,null,null,0.3,218,63
2834,Holy Primes,ETH,127.03,null,-100.00%,---,155,233
2835,RTFKTstudios Easter Eggs,ETH,127.01,null,null,25,46,66
2836,3LAU - WAVEFORM Powered by royal,ETH,127,null,null,---,1,1
2837,Poolsuite - Pool Member,ETH,126.9,null,null,2.2,241,250
2838,Andradite by Eltono,ETH,126.75,null,-100.00%,0.21,121,222
2839,OpenPalette,ETH,126.75,-100.00%,null,< 0.01,2.8K,9.9K
2840,When Merge,ETH,126.73,null,null,---,120,11
2841,BullsOnTheBlock Evo,ETH,126.53,-53.49%,92.20%,0.07,1.9K,6.2K
2842,MetaZoo Games,ETH,126.47,93.63%,990.59%,---,182,595
2843,MIGRATED (Distortion V1),ETH,126.3,null,-100.00%,---,565,1.0K
2844,My Head In Your Hands by FEWOCiOUS x Two Feet,ETH,126.23,7.69%,null,---,145,709
2845,Mad Ape Tournament,ETH,126.05,460.00%,-72.11%,0.03,2.1K,5.0K
2846,Unikong Official,ETH,125.7,-24.46%,497.44%,0.06,607,999
2847,Royal Society Chips,ETH,125.51,-100.00%,188.78%,0.01,1.2K,10.0K
2848,PxlFangs,ETH,125.47,150.91%,-1.16%,0.03,2.9K,6.5K
2849,Forge Token,ETH,125.41,null,null,---,112,2
2850,TextPunks,ETH,125.33,null,null,---,68,100
2851,Llamaverse Punks,ETH,125.27,2010.50%,-88.60%,0.1,414,555
2852,STAPLEVERSE - HOOD SQUAD - PHASE 2 of 3,ETH,125.21,50.34%,-74.20%,0.19,1.7K,2.5K
2853,Admix x Somnium Space billboards,ETH,125.17,null,-100.00%,---,5,15
2854,ARC Robots,ETH,125.14,null,-100.00%,5.88,27,50
2855,Cyber Lionz,ETH,125.08,-85.72%,-8.86%,0.29,342,500
2856,Space Debris [m'aider] by WhaleStreet x pxlq,ETH,124.99,null,null,---,63,93
2857,LETS APE,ETH,124.97,null,-62.79%,< 0.01,1.3K,3.3K
2858,Third Eye Apes V1,ETH,124.92,null,-100.00%,---,1.0K,1.9K
2859,Visa Punk,ETH,124.92,-100.00%,493.33%,0.01,586,1.0K
2860,Ocean Intersection,ETH,124.81,null,-100.00%,---,37,50
2861,Chaos Algorithm,ETH,124.76,null,-80.00%,< 0.01,333,888
2862,Unravelling: Consensus Heartbeats,ETH,124.76,null,-100.00%,---,179,315
2863,Teen Ape Gang,ETH,124.67,-64.35%,-54.26%,< 0.01,2.7K,6.0K
2864,SABBATH,ETH,124.62,null,null,0.15,63,91
2865,Infinethum,ETH,124.61,null,-100.00%,---,67,100
2866,Editions x Guido,ETH,124.6,-100.00%,698.74%,1.1,219,1
2867,SpaceSwap NFT,ETH,124.6,null,null,---,97,27
2868,MetaBunny By HKD.com,ETH,124.57,-69.45%,220.01%,---,853,1.2K
2869,Millionaire Puppy Club,ETH,124.49,-100.00%,-73.12%,---,60,99
2870,Sabet Sketchbook,ETH,124.46,-100.00%,null,---,283,66
2871,The Boneys,ETH,124.44,-100.00%,93.09%,0.1,343,666
2872,TIMEPieces: Artists for Peace,ETH,124.33,null,-100.00%,---,43,61
2873,0x2afa1b13d2df7da8c7942e7dc14432d4ffd7e459,ETH,124.2,null,null,< 0.01,2.4K,1.3K
2874,Klaypad Key,KLAY,"326,417.62",-58.24%,-73.17%,170,352,3.6K
2875,DRP-Shintaro,ETH,124.11,-100.00%,-56.04%,0.07,582,8
2876,Strange Hands Official,ETH,124.1,81.46%,-71.14%,0.07,1.3K,3.0K
2877,Space Bugs,ETH,124.1,-100.00%,-27.18%,0.04,781,3.3K
2878,Funky Flies Official,ETH,124.08,110.24%,-45.64%,0.05,1.1K,7.8K
2879,Genetic Chain - Geneticists Pass,ETH,124,null,null,0.13,314,443
2880,Gravity Grid by Eliya Stein,ETH,123.77,null,null,---,63,81
2881,Baliverse NFT,ETH,123.48,-100.00%,-4.91%,0.03,1.5K,8.0K
2882,APE BANKING CLUB - NFT ABC METABANK,ETH,123.33,40.00%,null,---,547,1.0K
2883,Empyrean by Generative Artworks,ETH,123.28,null,null,0.12,229,500
2884,Transmissions909,ETH,123.21,null,null,---,195,303
2885,Surf Punks NFT,ETH,123.19,null,49.83%,0.39,328,499
2886,Benevolent Goblin Friendship Society,ETH,123.14,-100.00%,null,0.02,451,694
2887,CRYPTOPOLY WEALTH CLUB #TCPWC,ETH,122.97,null,-43.76%,0.05,728,2.0K
2888,Infinite Moments,ETH,122.91,-4.95%,122.49%,< 0.01,834,618
2889,Talking Blocks by REMO x DCsan,ETH,122.88,null,null,0.1,331,512
2890,Ape Runners,ETH,122.87,null,-70.66%,< 0.01,1.3K,5.0K
2891,NyanDogg,ETH,122.84,null,null,1.35,101,212
2892,"""satoshi collection"" V.1",ETH,122.61,null,null,---,12,15
2893,Habibis editions,ETH,122.55,-100.00%,null,---,236,24
2894,Soulware Origins,ETH,122.5,-100.00%,null,0.45,83,101
2895,Dual Soul,ETH,122.46,null,-65.27%,0.13,166,399
2896,AutonomousArt,ETH,122.3,null,null,0.1,398,634
2897,Rave Pigs,ETH,122.3,166.81%,117.69%,0.02,2.7K,6.7K
2898,Coruja,ETH,122.18,null,null,---,21,34
2899,Patchwork Kingdoms,ETH,122,null,-67.10%,0.09,558,1.0K
2901,Hammie Game Official,ETH,121.55,null,null,< 0.01,1.0K,6.0K
2902,BAE,ETH,121.55,null,-100.00%,---,226,1.3K
2903,PARA KINGDOM,ETH,121.5,-100.00%,230.38%,0.1,165,318
2904,U.F.A: Unidentified Flying Art,ETH,121.46,null,null,---,226,258
2905,Tommys Tragedy Game,ETH,121.43,null,null,---,54,15
2906,NFTQT.com,ETH,121.38,null,null,1,9,10
2907,8th Project Editions,ETH,121.37,null,590.00%,0.05,364,110
2908,Ether Legends,ETH,121.36,null,null,< 0.01,1.9K,21.9K
2909,Finiliar,ETH,121.28,null,-41.04%,0.35,254,1.2K
2910,DinoX World,ETH,121.24,null,null,0.01,6.1K,9.0K
2911,Wild Goat Gang,ETH,121.17,-13.36%,-33.49%,0.05,2.4K,7.0K
2912,PREY AUTOMATION,ETH,120.95,null,-100.00%,---,139,150
2913,Non Either by RafaÃ«l Rozendaal,ETH,120.83,-100.00%,103.27%,---,55,100
2914,Async Music,ETH,120.77,null,100.00%,---,968,898
2915,Dailydust Collection,ETH,120.74,-100.00%,-50.98%,0.09,131,18
2916,The Greats by Wolfgang Beltracchi,ETH,120.73,null,1022.50%,0.27,361,2.6K
2917,The Loyalists Collection,ETH,120.68,null,-13.67%,0.08,2.4K,1
2918,seen.haus,ETH,120.68,-100.00%,null,0.08,460,184
2919,Bulldroids NFT Official,ETH,120.67,496.22%,-23.49%,0.03,2.6K,6.0K
2920,Strawberries by TheFruitNFT,ETH,120.65,null,-0.86%,< 0.01,403,5.4K
2921,Grouchy Tiger Social Club,ETH,120.65,342.86%,-17.29%,0.08,885,10.0K
2922,Stranger EggZ,ETH,120.58,-29.72%,null,< 0.01,2.0K,8.4K
2923,Platy Punks - Official,ETH,120.57,-100.00%,1751.85%,0.01,1.0K,3.6K
2924,The Drops,ETH,120.54,null,null,0.05,356,438
2925,Kangaroo Heroes Original,ETH,120.51,-71.43%,-39.99%,0.15,1.8K,3.6K
2926,Vogue Singapore NFT Collection,ETH,120.5,null,null,0.22,149,10
2927,Pixel Planets by PixelGan,ETH,120.49,null,-100.00%,---,322,1.0K
2928,GANGSTER ALL STAR,ETH,120.35,null,36.54%,5.49,47,64
2929,Hypervision by Deadmau5 x Mad Dog Jones,ETH,120.23,null,null,69,52,221
2930,Criminal Donkeys,ETH,120.22,null,-68.77%,0.01,1.1K,9.9K
2931,Jake's World,ETH,120.17,null,null,---,8,10
2932,Holly DAO,ETH,120.17,-100.00%,2699.00%,< 0.01,389,1.0K
2933,P:X by mightymoose,ETH,120.16,null,-100.00%,0.09,221,384
2934,PUNKS: Origin Stories,ETH,120.14,420.00%,-80.76%,0.09,3.5K,5.8K
2935,POLIGOONZ,ETH,120.08,null,null,---,51,81
2936,experiments in glitch by JakNFT,ETH,120.07,null,-100.00%,---,30,51
2937,[Treasures Club] Main Sales Voucher,KLAY,"315,123.53",null,null,---,517,2.4K
2938,Myth Division Access Tokens,ETH,119.73,-100.00%,null,0.09,338,10
2939,WAIFU Collaboration,ETH,119.71,null,null,---,65,11
2940,Spotlight by Joshua Bagley,ETH,119.47,-72.47%,0.20%,0.2,330,625
2941,Warrior Alliance Genesis,ETH,119.18,null,-37.82%,---,245,500
2942,Nonconformist Hell Ducks,ETH,118.92,-36.96%,20.96%,0.03,1.5K,10.0K
2943,Tangled by Superblob,ETH,118.89,-100.00%,null,0.08,269,382
2944,Wasted Whales: Afterparty,ETH,118.76,-5.12%,-76.47%,0.11,150,1.6K
2945,Untitled Collection #69033356,ETH,118.67,null,null,---,163,164
2946,EtherCats,ETH,118.64,null,null,0.05,408,1.5K
2947,GoldN VIP Badges,ETH,118.54,-100.00%,-76.69%,---,81,1
2948,Script Breakers,ETH,118.43,null,-100.00%,0.62,136,200
2949,Vortex by Spectra.art,ETH,118.22,null,501.55%,0.02,585,1.4K
2950,Vieri Bottazzini | Voices of the Ocean,ETH,118.18,null,null,---,24,30
2951,Unstoppable Premium .NFT Domain Drop,ETH,118.12,null,-100.00%,0.81,35,99
2952,Dylan Gill Art Studio,ETH,118.11,-100.00%,320.00%,0.11,230,154
2953,Klapes Storks,KLAY,"310,228.09",895.00%,265.00%,5,856,4.9K
2954,Klay DinoMon,KLAY,"309,648.26",189.41%,1003.30%,18,417,3.0K
2955,The Token Beyond The Image,ETH,117.71,null,null,---,115,1
2956,Alpha Mining Society,ETH,117.57,null,null,---,343,30
2957,FireBot.gg,ETH,117.51,-100.00%,168.34%,0.08,149,10.0K
2958,Foxxies,ETH,117.48,-50.00%,null,< 0.01,1.7K,4.5K
2959,GFARM2 NFT 4,ETH,117.46,null,13.43%,---,38,131
2960,The Boo Bears,ETH,117.42,null,null,---,126,259
2961,Monster Rehab 1.0,ETH,117.42,null,-16.16%,0.01,1.7K,5.4K
2962,Chill Ape Club,ETH,117.37,null,null,< 0.01,999,2.2K
2963,Ponpave,ETH,117.21,-100.00%,-47.37%,< 0.01,2.6K,5.0K
2964,THE BORED GOATS COLLECTION,ETH,117.15,-100.00%,119.31%,0.03,1.2K,1.7K
2965,Harako Dolls,ETH,117.09,null,-100.00%,---,158,30
2966,InternetFrens,ETH,117.02,-39.18%,-78.49%,0.01,1.8K,10.0K
2967,Aku: Chapter II by Micah Johnson,ETH,116.98,null,null,3.5,231,706
2968,EyeOfTheSyndicate,ETH,116.79,-100.00%,58.24%,3.1,87,1
2969,Vandalz For Ukraine,ETH,116.54,13.15%,-84.64%,0.04,1.7K,3
2970,Pixel Ground,KLAY,"305,553.29",160.03%,85.26%,69,1.3K,9.3K
2971,Song A DAO,ETH,116.13,null,null,0.25,237,738
2972,Sushipico Set,ETH,116,-100.00%,-57.80%,0.02,616,1.0K
2973,Cryptobots Game,ETH,116,308.33%,32.75%,0.06,275,10.0K
2974,Buck's of Woodside in Immersive 3D.,ETH,116,null,null,---,1,1
2975,LootRock (for adventurers),ETH,116,null,null,---,62,100
2976,"Metasniper Beta Access - Do NOT BUY, BETA ACCESS ENDED",ETH,115.95,null,null,---,546,1
2977,Block Pass,ETH,115.87,66.96%,28.49%,0.37,413,569
2978,Bloodshed Bears TreeHouse,ETH,115.83,-100.00%,-88.79%,0.01,585,7.0K
2979,FiscusDAO Collection,ETH,115.81,null,null,---,659,212
2980,bktr.io,ETH,115.75,null,-100.00%,0.1,302,1.1K
2981,OBSCURE ALTERATION,ETH,115.66,null,-100.00%,0.1,81,105
2982,Shonen Junk Official,ETH,115.58,67.67%,null,0.03,1.2K,3.4K
2983,Minted Teddy,ETH,115.55,null,-68.08%,0.04,522,1.1K
2984,Event Horizon Sunset (Series C) by Jake Brukhman,ETH,115.4,null,null,0.08,344,500
2985,Uniqly Genesis Physical Collection,ETH,115.23,null,-100.00%,0.01,1.4K,5.8K
2986,Blockbob Rorschach by eBoy,ETH,115.22,-100.00%,11.11%,0.1,541,1.0K
2987,SapphireLicense,ETH,115.01,null,30.63%,0.85,240,241
2988,Hialy Hiala Tarot Cards,ETH,114.98,null,null,---,63,97
2989,Gurlz Go Wildd,ETH,114.69,null,null,0.08,130,333
2990,Moonray Presale Pass,ETH,114.59,-100.00%,-64.25%,---,812,1
2991,reNFT - Genesis Cards,ETH,114.56,null,-59.80%,---,359,2
2992,BADGERNFT,ETH,114.55,null,-100.00%,1,181,1
2993,Des Monsters,ETH,114.53,null,null,---,35,46
2994,The Duck Song Meme,ETH,114.34,null,-100.00%,0.98,99,2
2995,Kaizen Genesis Collection,ETH,114.31,478.00%,-87.11%,0.02,1.4K,2.0K
2996,CityDAO,ETH,114.27,null,null,---,255,3
2997,YEAR OF THE WOMAN,ETH,114.08,-47.84%,-71.74%,0.04,2.4K,5.7K
2998,The Kokoro Academy,ETH,114.06,539.09%,-60.30%,0.01,978,2.5K
2999,The Phunky Fungi,ETH,113.97,131.40%,-51.10%,0.06,1.8K,5.2K
3001,CryptoTulips,ETH,113.88,null,null,0.79,69,101
3002,Emergent,ETH,113.79,null,null,---,47,100
3003,Spatial X,ETH,113.69,49.36%,-34.30%,0.49,227,3
3004,Ice World,ETH,113.66,null,19900.00%,---,969,2.8K
3005,ASWANG COLLECTION,ETH,113.4,-100.00%,196.57%,2.7,62,136
3006,Flowerpatch,ETH,113,-11.09%,-40.36%,< 0.01,12.0K,110.7K
3007,Daxio Owls,ETH,113,null,-100.00%,---,59,103
3008,RugPullFrens,ETH,112.85,204.48%,-54.99%,0.06,1.2K,3.3K
3009,Alien Samurai Dino Warriors,ETH,112.8,-100.00%,null,0.03,541,23
3010,Dead Ringers: Edition by Dmitri Cherniak,ETH,112.72,5.56%,-67.62%,0.02,20.3K,1
3011,Pixel Doods NFT,ETH,112.62,-27.86%,-70.23%,< 0.01,2.8K,8.9K
3012,Davinci from AI Maker Labs,ETH,112.53,null,-49.56%,0.02,887,1.3K
3013,Tribute To The 500 Greatest Songs Of All Time,ETH,112.47,null,null,0.09,348,500
3014,89 Seconds Atomized,ETH,112.42,null,-100.00%,1.88,308,2.3K
3015,Lympo Genesis,ETH,112.25,-100.00%,990.00%,< 0.01,1.2K,114
3016,Monaco Mix by Rita Vitorelli and Harm van den Dorpel,ETH,112.25,null,null,4,35,96
3017,The UA Collaboration.,ETH,112.17,null,null,---,117,1
3018,OpenBlox Official,ETH,112.16,-100.00%,-90.10%,0.42,235,511
3019,CryptoGFs,ETH,111.96,null,null,---,13,17
3020,CryptoArg,ETH,111.81,null,null,---,34,333
3021,3D Apes by Danny_P3D,ETH,111.8,null,-100.00%,---,67,85
3022,AiVATAR,ETH,111.71,419.01%,275.99%,0.04,1.5K,6.0K
3023,Lion and Zebra,ETH,111.52,null,null,---,575,5.3K
3024,Sublimes,ETH,111.44,-100.00%,-11.76%,0.08,462,1.1K
3025,Summer Bears,ETH,111.41,25.00%,113.42%,< 0.01,4.6K,10.0K
3026,Titan Tiki,ETH,111.4,null,-100.00%,0.11,469,1.0K
3027,KlayDogesFriend,KLAY,"292,128.19",null,null,7,1.1K,4.1K
3028,Color Magic Planets by BÃ¥rd Ionson,ETH,111.08,-100.00%,null,0.2,177,256
3029,Cybergirl Fashion,ETH,111.02,null,-22.86%,0.01,499,3.3K
3030,Apollon Project,ETH,110.89,null,-100.00%,0.02,348,727
3031,Zombie Zoo,ETH,110.87,null,91.38%,---,170,254
3032,Zinja NFTs,ETH,110.6,-100.00%,1479.65%,2,85,112
3033,Stellar Senses,ETH,110.51,25.00%,-85.76%,0.06,638,999
3034,J48BATRINKETS,ETH,110.46,null,null,---,523,3.3K
3035,Bored Ape Seeks Yacht Club #0,ETH,110.43,null,60.80%,< 0.01,1.3K,5.6K
3036,Spaceheads Saga,ETH,110.2,null,null,---,41,100
3037,ImmortalPhoenix,ETH,110.09,547.22%,412.57%,0.1,453,999
3038,DigiAvatar@DigiNation,ETH,110.03,null,-70.94%,0.17,301,1.0K
3039,EunDan's World,ETH,109.86,null,-100.00%,---,4,13
3040,Approving Corgis,ETH,109.78,139.78%,137.88%,0.01,2.7K,7.1K
3041,Baby Kongz Incubator,KLAY,"288,582.70",-49.14%,null,1495,1.4K,2.6K
3042,Varvara Alay,ETH,109.74,-100.00%,-29.36%,---,244,31
3043,PG Wendex Badges,ETH,109.71,null,-100.00%,---,802,949
3044,Pranksy,ETH,109.5,null,-100.00%,0.55,103,210
3045,GFC Companion,ETH,109.49,null,-100.00%,---,131,161
3046,Cj Hendry Blonde,ETH,109.45,null,null,1.45,41,55
3047,ethergoldrock,ETH,109.35,null,-100.00%,0.25,66,100
3048,CryptoTeddies,ETH,109.28,-100.00%,145.45%,---,319,121
3049,Devs for Revolution,ETH,109.24,329.88%,-17.81%,0.15,5.9K,7.8K
3050,Shark Outlaw Squad,ETH,109.12,-100.00%,6.06%,0.02,2.4K,7.8K
3051,BlockMark Gems,ETH,109.11,null,-100.00%,0.15,176,595
3052,Frens - The First 100,ETH,108.69,null,null,---,70,100
3053,It's Because You're Pretty,ETH,108.55,null,-100.00%,0.7,85,100
3054,eBoy Blockbob,ETH,108.46,null,150.00%,0.09,279,186
3055,Cool Kitty NFT,ETH,108.45,-100.00%,-57.39%,< 0.01,1.2K,3.9K
3056,LoreneDAO,ETH,108.45,-100.00%,-10.00%,0.7,55,60
3057,PACMAN x Genies: Into The Future,ETH,108.36,-100.00%,null,0.5,197,8
3058,MutantBatz By Ozzy Osbourne,ETH,108.17,null,20.53%,0.08,1.1K,1.4K
3059,BSCWin Bulls,ETH,108.06,null,-18.39%,---,323,2.0K
3060,Nessies,ETH,108.05,null,-100.00%,0.05,288,598
3061,T.A.R.A,ETH,107.66,null,-100.00%,1,221,501
3062,sportPunks,ETH,107.66,null,-100.00%,---,55,104
3063,Greyscale Punks,ETH,107.43,null,2322.22%,< 0.01,997,2.5K
3064,Sketcha,ETH,107.38,null,null,---,113,113
3065,MaticPunks,ETH,107.25,null,144.36%,< 0.01,3.6K,10.0K
3066,Pumpkinheads NFT,ETH,107.14,null,-44.44%,< 0.01,1.7K,5.5K
3067,Mintable Gasless Store,ETH,107.12,-100.00%,92.16%,< 0.01,2.6K,4.5K
3068,Sidtrus,ETH,106.98,null,null,---,142,1
3069,[LEGACY COLLECTION] Chibi Legends of the Warring Kingdoms,ETH,106.94,null,null,---,707,5.6K
3070,HOYA WOLF,ETH,106.88,null,-83.26%,---,121,135
3071,FEWOCiOUS x ComplexCon,ETH,106.6,-100.00%,-2.47%,0.84,265,1
3072,"TJ Thorne - The Ebb and Flow Collection - My Search For Serenity, As Told By Water - 100 1/1 NFTs",ETH,106.35,null,-100.00%,---,71,100
3073,Redemption - Generative Art,ETH,106.28,null,-100.00%,---,471,1.0K
3074,Zerion Genesis Collection,ETH,106.27,-35.32%,1731.00%,0.02,52.1K,10
3075,HPPR Hall Passes,ETH,106.23,null,-88.69%,---,337,4
3076,Klay 3 Kingdoms,KLAY,"279,020.20",-39.97%,290.64%,195,429,1.6K
3077,Smart Beast Circle,ETH,106.11,38.69%,39.07%,0.17,1.1K,2.0K
3078,Project Spoon DAO,KLAY,"278,688.20",35.17%,-13.24%,42,1.4K,10.0K
3079,Miners Genesis,ETH,105.99,null,null,0.08,192,300
3080,Mystical Woodland,ETH,105.95,-100.00%,null,---,69,87
3081,The Anonymous Order,ETH,105.86,null,-100.00%,0.2,916,2.0K
3082,QORPO | TradeRaceManager,ETH,105.85,-100.00%,-33.67%,---,256,55
3083,MKS Meta Kong Society,ETH,105.62,546.33%,-56.05%,0.02,1.3K,2.1K
3084,Genesis Kakira,KLAY,"277,489.87",-44.63%,-53.68%,49.5,973,8.7K
3085,NUXUI,ETH,105.52,-100.00%,-9.09%,0.34,153,334
3086,3GO-8OUL,ETH,105.44,null,100.00%,0.84,73,113
3087,Skeletongues,ETH,105.4,631.53%,101.06%,0.05,2.3K,5.1K
3088,NFT Dungeon Founder's Set,ETH,105.36,null,null,0.05,397,1.0K
3089,lucas drop,ETH,105.35,-100.00%,null,0.06,8,100
3090,The Mutant Mushies,ETH,105.34,null,-65.60%,0.14,296,420
3091,Baby Ape Boat Club,ETH,105.31,-100.00%,null,0.2,188,333
3092,We by Vamoss,ETH,105.17,null,-100.00%,0.05,837,1.0K
3093,Meta Toy Bricks,KLAY,"276,140.45",0.35%,3.44%,99,2.8K,9.7K
3094,Bored Elon x Bull Punk: Future of Mars,ETH,104.99,-100.00%,null,---,64,101
3095,Scary Garys,ETH,104.95,-100.00%,-88.64%,0.05,429,750
3096,Apeliens,ETH,104.88,null,null,---,39,50
3097,Pipps Original,ETH,104.84,null,null,---,170,28
3098,Lissage Angels,ETH,104.7,null,-100.00%,---,60,107
3099,AlphaVerse / Atari AlphaVerse,ETH,104.65,null,null,---,6,20
3101,H3H3 NFT,ETH,104.5,null,null,---,38,7
3102,Duchamp's Auctions,ETH,104.42,null,null,---,11,23
3103,Hackatao On-Chain,ETH,104.26,null,null,23,16,24
3104,Jose Delbo,ETH,104.23,null,-100.00%,---,445,4.0K
3105,Bearache,ETH,104.14,-51.57%,210.23%,---,297,958
3106,Children and dreams,ETH,104.08,null,null,---,16,18
3107,Two Bit Bears + Honey,ETH,104.06,-100.00%,-69.28%,0.14,447,1
3108,Bond Bears,ETH,103.99,null,null,---,85,126
3109,Cryptobots Presale Mint Pass,ETH,103.98,null,null,---,102,6
3110,CryptoSnake Coins,ETH,103.98,-100.00%,-62.50%,---,215,16
3111,Loot Weapon,ETH,103.96,null,null,---,594,2.5K
3112,Rich Baby Official,ETH,103.95,-33.39%,null,0.87,165,250
3113,The ASCIIPunks,ETH,103.94,null,50.00%,---,805,2.0K
3114,Spoiled Young Ape Club,ETH,103.77,38.17%,41.38%,0.05,1.8K,4.0K
3115,THE PLAYACARDS by Playaverse,ETH,103.76,-100.00%,-23.46%,---,377,3
3116,TheCryptoApes,ETH,103.74,null,-100.00%,< 0.01,469,1.0K
3117,collection tanpopoe,ETH,103.71,-100.00%,-53.19%,---,131,239
3118,AithÃ©rios by Jorge Ledezma,ETH,103.63,-100.00%,-9.57%,0.09,419,961
3119,FLUF Haus,ETH,103.52,250.00%,565.99%,0.13,387,3
3120,Meta Icon,ETH,103.47,-100.00%,-67.39%,0.04,393,1.1K
3121,Planet Pass by Wanderers,ETH,103.45,70.91%,-6.32%,0.05,2.9K,6.7K
3122,ETHTerrestrials migrated,ETH,103.36,null,null,---,48,100
3123,Mars Cats in Spacesuits,ETH,103.29,-27.75%,230.70%,0.03,1.0K,1.8K
3124,GANGSTER ALL STAR UNIVERSE,ETH,103.2,null,-82.88%,3.95,107,119
3125,Oi Sunnies,KLAY,"271,069.83",220.47%,-23.48%,57,504,5.6K
3126,Long Neckie Ladies X Gabe Weis Collection,ETH,103.11,-100.00%,-54.55%,---,256,9
3127,The Cybernites,ETH,103.07,-100.00%,-74.22%,0.02,910,3.1K
3128,The Everyones,ETH,102.95,-51.72%,54.34%,0.13,532,2.5K
3129,Paragons NFT,ETH,102.78,-100.00%,-63.60%,0.1,738,2.6K
3130,Golden Grenade,ETH,102.77,null,null,2.75,271,500
3131,Ninja mfers Official,ETH,102.76,202.55%,-65.72%,0.07,1.8K,4.4K
3132,Stacked Monkeys,ETH,102.68,null,null,< 0.01,363,1.5K
3133,SUPERS! BY COLORSUPER,ETH,102.65,-57.24%,34.92%,---,267,303
3134,Space Debris [ravaged] by WhaleStreet x pxlq,ETH,102.65,null,null,3.69,24,32
3135,Van Gogh Punks NFT Gallery,ETH,102.62,-100.00%,null,0.02,432,1.0K
3136,ElementBlocks,ETH,102.51,null,null,---,64,118
3137,The Rise of Algarnon,ETH,102.23,null,null,2.1,30,473
3138,The First 50,ETH,102.23,-100.00%,null,0.15,40,50
3139,The Pixel Portraits OG Collection,ETH,102.19,null,null,---,543,1.0K
3140,Undead Pixel Monks,ETH,101.95,null,-100.00%,0.04,314,599
3141,CyberNinja official,ETH,101.8,238.00%,-61.14%,< 0.01,1.7K,4.9K
3142,Angry Meerkats,ETH,101.76,1.89%,-5.05%,0.02,2.1K,7.6K
3143,Land : Joseon Dynasty,KLAY,"267,425.83",null,-100.00%,---,185,350
3144,etherstar,ETH,101.7,-100.00%,211.43%,0.1,413,1.0K
3145,Moon Protocol,ETH,101.64,null,null,---,129,16
3146,Aku Chapters,ETH,101.63,null,null,---,73,1
3147,Meeler's Creations,ETH,101.56,-100.00%,2.44%,---,284,119
3148,Cool Cookies,ETH,101.5,5.05%,null,0.02,2.5K,8.9K
3149,Visithra,ETH,101.5,-100.00%,null,---,219,144
3150,Robotos Originals,ETH,101.34,603.95%,-56.98%,0.01,6.4K,25
3151,Cryptimon Eggs,ETH,101.31,null,null,---,33,10
3152,pseudomods by erin bee,ETH,101.29,23.60%,-82.44%,0.1,375,808
3153,BillionaireZombiesClub Skeleton Keys,ETH,101.24,null,-100.00%,0.3,443,544
3154,Lil Baby Doodles X,ETH,101.23,0.00%,199.98%,0.03,3.3K,8.9K
3155,CatSle,KLAY,"265,887.16",-100.00%,130.92%,2,292,9.7K
3156,Somewhere in the universe...,ETH,101.01,null,null,---,45,89
3157,CryptoChasers Robot,ETH,101.01,null,128.23%,0.8,472,501
3158,Untitled Collection #72787258,ETH,101,null,null,---,1,1
3159,Floyds World,ETH,100.99,-100.00%,103.33%,0.01,1.7K,9.9K
3160,The Aping Dead,ETH,100.92,-100.00%,220.00%,< 0.01,1.0K,2.4K
3161,AP Presidential 2020,ETH,100.89,null,null,---,1,1
3162,Dirtbags,ETH,100.87,null,-14.29%,---,139,222
3163,The Zoo Club,ETH,100.75,null,56.12%,0.65,197,200
3164,Ape Island - Season 1,ETH,100.64,null,null,---,83,757
3165,Floyd Mayweather Jr.,ETH,100.6,null,null,---,14,51
3166,Louis Moinet Space Revolution,ETH,100.55,-47.14%,-79.07%,0.1,576,1.0K
3167,Metaverse Creatures,ETH,100.21,null,-47.50%,0.22,149,628
3168,Devil Chicks,ETH,100.2,193.17%,-15.03%,0.01,848,2.7K
3169,MAZKED VILLAINS,ETH,100.16,-100.00%,35.26%,---,127,129
3170,Meta Triads,ETH,100.1,-22.50%,null,0.09,1.2K,2.3K
3171,Aped Punks,ETH,100.03,-100.00%,null,---,558,1.0K
3172,unstablekido,ETH,100.01,null,null,---,46,64
